TripID,DepartureLocationCountry,DepartureLocationCity,ArrivalLocationCountry,ArrivalLocationCity,Purpose,OutOfPolicy,EntitiyCode,EmployeeNumber,BusinessUnit,HotelNights,NetCosts,Transportation_CO2e,Hotel_CO2e,Spend_CO2e
76441,CN,Beijing,RU,Moscow,Customer Visit,No,7000,M1482-M5067,Office Management,1,1165.0,1641.749,24.2,1508.4001
76442,US,New York,MX,Mexico City,Conference/Exhibition,No,7000,M1482-M5070,Sales,3,1970.0,1486.5916,57.9,1187.0465
76443,DE,Berlin,ES,Madrid,Enablement,Yes,9000,M1482-M5078,Marketing,2,665.0,548.794,14.0,110.0591
76444,BR,São Paulo,US,Miami,Customer Visit,No,6000,M1482-M5079,Customer Support,2,1639.0,1862.2934,32.2,700.2601
76445,BR,São Paulo,US,Miami,Partner Visit,No,10000,M1482-M5080,Marketing,3,5147.0,5400.4536,48.3,2779.78
76446,CN,Beijing,RU,Moscow,Customer Visit,No,8000,M1482-M5083,Sales,4,1571.0,1641.749,96.8,1543.2093
76447,BR,São Paulo,PT,Lisbon,Conference/Exhibition,No,7000,M1482-M5091,Services,6,2840.0,2247.889,114.0,1118.8216
76448,BR,São Paulo,ZA,Johannesburg,Customer Visit,No,7000,M1482-M5097,Value Engineering,3,2233.0,2107.427,154.2,1258.3421
76449,BR,São Paulo,AR,Buenos Aires,Customer Visit,No,6000,M1482-M5105,Customer Support,3,1201.0,502.4644,168.0,539.4793
76450,CN,Beijing,IN,New Delhi,Conference/Exhibition,No,7000,M1482-M5118,Sales,1,815.0,1079.4338,58.9,994.9639
76451,BR,São Paulo,US,Miami,Customer Visit,No,7000,M1482-M5132,Sales,3,2355.0,1862.2934,48.3,977.3079
76452,BR,São Paulo,US,Miami,Conference/Exhibition,No,6000,M1482-M5142,Sales,2,2091.0,1862.2934,32.2,924.8216
76453,AU,Sydney,AU,Perth,Customer Visit,No,9000,M1482-M5155,Sales,3,1019.0,971.6856,105.0,578.9664
76454,DE,Hamburg,FR,Paris,Internal Business Trip,No,8000,M1482-M5158,Sales,1,829.0,99.2524,6.7,45.9561
76455,MX,Mexico City,US,Miami,Conference/Exhibition,Yes,6000,M1482-M5164,Services,1,861.0,608.0284,16.1,415.5029
76456,AU,Sydney,SG,Singapore,Conference/Exhibition,No,8000,M1482-M5166,Marketing,1,1062.0,1782.9322,24.5,914.0943
76457,DE,Berlin,GB,London,Customer Visit,No,7000,M1482-M5170,Services,4,1689.0,427.4834,41.6,284.2732
76458,AU,Sydney,US,Los Angeles,Customer Visit,Yes,7000,M1482-M5180,Marketing,3,10535.0,9908.699,48.3,11593.7429
76459,DE,Berlin,ES,Madrid,Conference/Exhibition,No,9000,M1482-M5183,Sales,2,1000.0,823.1354,14.0,274.8712
76460,CN,Beijing,IN,New Delhi,Customer Visit,No,6000,M1482-M5184,Customer Support,3,1221.0,1079.4338,176.7,1215.4224
76461,DE,Berlin,FR,Paris,Partner Visit,Yes,7000,M1482-M5185,Sales,3,1625.0,392.5254,20.1,236.71
76462,BR,São Paulo,US,Miami,Customer Visit,No,6000,M1482-M5193,Marketing,6,15903.0,7448.9104,96.6,9292.7302
76463,BR,São Paulo,ZA,Johannesburg,Enablement,No,9000,M1482-M5200,Customer Support,4,1776.0,2107.427,205.6,880.9723
76464,AU,Sydney,US,Los Angeles,Customer Visit,No,8000,M1482-M5202,Executive Management,1,2113.0,3416.9176,16.1,2183.7365
76465,AU,Sydney,SG,Singapore,Customer Visit,No,10000,M1482-M5202,Sales,2,1396.0,1782.9322,49.0,909.2896
76466,CN,Beijing,IN,New Delhi,Enablement,Yes,8000,M1482-M5214,Sales,2,3779.0,3130.2438,117.8,5153.2168
76467,BR,São Paulo,US,Miami,Conference/Exhibition,No,10000,M1482-M5221,Executive Management,3,2179.0,1862.2934,48.3,787.9587
76468,BR,São Paulo,US,Miami,Conference/Exhibition,No,9000,M1482-M5228,Value Engineering,3,2348.0,1862.2934,48.3,862.3696
76469,CN,Beijing,RU,Moscow,Conference/Exhibition,No,7000,M1482-M5252,Value Engineering,3,4338.0,4760.8986,72.6,5708.7141
76470,BR,São Paulo,JP,Tokyo,Enablement,No,10000,M1482-M5262,Customer Support,4,4462.0,5835.4594,156.0,3169.6177
76471,AU,Sydney,US,Los Angeles,Customer Visit,No,6000,M1482-M5262,Customer Support,4,3264.0,3416.9176,64.4,2463.6103
76472,AU,Sydney,AU,Brisbane,Conference/Exhibition,No,7000,M1482-M5262,Value Engineering,2,403.87,409.9974,70.0,17.7994
76473,BR,São Paulo,US,Miami,Conference/Exhibition,No,8000,M1482-M5265,Ecosystem,2,2176.0,1862.2934,32.2,1020.4929
76474,AU,Sydney,US,Los Angeles,Customer Visit,No,10000,M1482-M5266,Customer Support,3,2850.0,3416.9176,48.3,2356.7057
76475,BR,São Paulo,US,Miami,Conference/Exhibition,No,10000,M1482-M5270,Marketing,1,1811.0,1862.2934,16.1,1004.5477
76476,US,New York,CA,Toronto,Customer Visit,No,9000,M1482-M5270,Sales,3,1044.0,165.7328,22.2,263.2626
76477,CN,Beijing,AU,Sydney,Customer Visit,No,6000,M1482-M5271,Marketing,3,6164.0,7364.6988,105.0,8035.1311
76478,ZA,Cape Town,ZA,Johannesburg,Conference/Exhibition,No,8000,M1482-M5271,Finance,3,837.0,565.2694,154.2,844.4516
76479,BR,São Paulo,US,Miami,Internal Business Trip,No,10000,M1482-M5274,Value Engineering,3,2396.0,1862.2934,48.3,894.9244
76480,AU,Sydney,DE,Frankfurt,Customer Visit,No,8000,M1482-M5279,Marketing,4,2687.0,4695.2446,52.8,2376.1991
76481,CN,Beijing,RU,Moscow,Customer Visit,No,8000,M1482-M5279,Legal,3,1496.0,1641.749,72.6,1570.7666
76482,BR,São Paulo,US,Miami,Customer Visit,No,6000,M1482-M5299,Executive Management,6,7349.0,5400.4536,96.6,3527.2113
76483,US,New York,CA,Toronto,Customer Visit,Yes,9000,M1482-M5302,Services,4,2213.0,248.5826,29.6,933.2424
76484,DE,Berlin,ES,Madrid,Partner Visit,No,8000,M1482-M5302,Sales,1,476.0,548.794,7.0,136.606
76485,DE,Berlin,NL,Amsterdam,Customer Visit,No,6000,M1482-M5310,Customer Support,2,689.0,54.8668,29.6,15.685
76486,AU,Sydney,SG,Singapore,Conference/Exhibition,No,10000,M1482-M5315,Customer Support,3,1554.0,1782.9322,73.5,873.2544
76487,CN,Beijing,RU,Moscow,Customer Visit,No,8000,M1482-M5315,Sales,5,5149.0,4760.8986,121.0,6523.8303
76488,AU,Sydney,DE,Frankfurt,Customer Visit,No,10000,M1482-M5327,Sales,1,2463.0,4695.2446,13.2,2747.9888
76489,AU,Sydney,SG,Singapore,Enablement,No,9000,M1482-M5331,Marketing,3,1654.0,1782.9322,73.5,908.0884
76490,AU,Sydney,AU,Melbourne,Customer Visit,Yes,6000,M1482-M5331,Executive Management,3,758.0,209.077,105.0,223.4186
76491,CN,Beijing,IN,New Delhi,Conference/Exhibition,No,8000,M1482-M5336,Value Engineering,4,1516.0,1079.4338,235.6,1460.5374
76492,DE,Berlin,NL,Amsterdam,Customer Visit,No,6000,M1482-M5349,Legal,3,905.0,54.8668,44.4,13.7868
76493,BR,São Paulo,AR,Buenos Aires,Partner Visit,No,10000,M1482-M5355,Marketing,3,1723.0,753.6458,168.0,873.6641
76494,AU,Sydney,SG,Singapore,Internal Business Trip,No,8000,M1482-M5358,Sales,5,2159.0,1782.9322,122.5,866.0473
76495,BR,São Paulo,AR,Buenos Aires,Customer Visit,No,8000,M1482-M5363,Marketing,3,1031.0,502.4644,168.0,382.6848
76496,DE,Berlin,ES,Madrid,Conference/Exhibition,No,9000,M1482-M5369,Customer Support,1,447.0,548.794,7.0,108.3999
76497,MX,Mexico City,US,Miami,Conference/Exhibition,No,10000,M1482-M5371,Sales,4,1843.0,608.0284,64.4,379.7956
76498,BR,São Paulo,AR,Buenos Aires,Conference/Exhibition,No,8000,M1482-M5374,Customer Support,6,1580.0,502.4644,336.0,465.7327
76499,BR,São Paulo,ZA,Johannesburg,Enablement,No,10000,M1482-M5384,Sales,5,5476.0,6111.3152,257.0,3215.6155
76500,DE,Berlin,ES,Madrid,Conference/Exhibition,No,7000,M1482-M5398,Sales,2,691.0,548.794,14.0,114.4836
76501,AU,Sydney,DE,Frankfurt,Conference/Exhibition,No,9000,M1482-M5399,Sales,2,2460.0,4695.2446,26.4,2560.4301
76502,AU,Sydney,SG,Singapore,Internal Business Trip,No,6000,M1482-M5407,Value Engineering,3,1672.0,1782.9322,73.5,977.7566
76503,CN,Beijing,IN,New Delhi,Customer Visit,No,9000,M1482-M5412,Sales,1,2535.0,3130.2438,58.9,3489.6255
76504,BR,São Paulo,US,Miami,Conference/Exhibition,No,7000,M1482-M5429,Customer Support,1,4641.0,5400.4536,16.1,2852.8622
76505,BR,São Paulo,AR,Buenos Aires,Conference/Exhibition,No,7000,M1482-M5431,Sales,2,844.0,502.4644,112.0,381.3561
76506,BR,São Paulo,US,Miami,Internal Business Trip,No,7000,M1482-M5439,Marketing,1,1777.0,1862.2934,16.1,975.3148
76507,DE,Berlin,NL,Amsterdam,Customer Visit,Yes,8000,M1482-M5449,Ecosystem,4,1266.0,175.9086,59.2,71.3448
76508,AU,Sydney,US,Los Angeles,Customer Visit,Yes,7000,M1482-M5458,Marketing,6,10103.0,9908.699,96.6,9867.6541
76509,CN,Beijing,TR,Istanbul,Customer Visit,Yes,8000,M1482-M5459,Marketing,3,5240.0,5800.3828,96.3,6813.9072
76510,AU,Sydney,SG,Singapore,Conference/Exhibition,No,7000,M1482-M5463,Value Engineering,6,6583.0,5170.3148,147.0,5943.4148
76511,BR,São Paulo,US,Miami,Customer Visit,No,7000,M1482-M5463,Ecosystem,3,2417.0,1862.2934,48.3,958.7052
76512,US,New York,FR,Paris,Conference/Exhibition,No,10000,M1482-M5477,Customer Support,6,9091.0,4811.769,40.2,5477.2815
76513,AU,Sydney,AU,Perth,Customer Visit,No,7000,M1482-M5487,Sales,3,998.0,971.6856,105.0,635.4217
76514,AU,Sydney,DE,Frankfurt,Customer Visit,No,7000,M1482-M5487,Value Engineering,5,2800.0,4883.3882,66.0,2361.2471
76515,BR,São Paulo,US,Miami,Customer Visit,No,10000,M1482-M5487,Marketing,5,3032.0,1862.2934,80.5,862.3696
76516,AU,Sydney,DE,Frankfurt,Customer Visit,Yes,6000,M1482-M5492,Sales,2,10676.0,13615.7122,26.4,12458.8386
76517,US,New York,CA,Toronto,Conference/Exhibition,No,9000,M1482-M5499,Customer Support,4,977.94,357.0808,29.6,8.7558
76518,CN,Beijing,IN,New Delhi,Conference/Exhibition,Yes,7000,M1482-M5510,Value Engineering,1,1044.0,1079.4338,58.9,1340.1554
76519,AU,Sydney,SG,Singapore,Customer Visit,No,10000,M1482-M5513,Executive Management,4,2104.0,1782.9322,98.0,1121.8976
76520,AU,Sydney,CN,Beijing,Customer Visit,Yes,9000,M1482-M5516,Sales,5,6865.0,6960.905,267.5,7576.114500000001
76521,MX,Mexico City,US,Miami,Conference/Exhibition,No,10000,M1482-M5517,Sales,1,750.0,608.0284,16.1,331.9154
76522,US,New York,FR,Paris,Enablement,No,8000,M1482-M5518,Office Management,2,7692.0,4811.769,13.4,5477.2815
76523,CN,Beijing,AU,Sydney,Conference/Exhibition,No,7000,M1482-M5518,Executive Management,4,2407.0,2554.4790000000003,140.0,2213.2870000000003
76524,AU,Sydney,DE,Frankfurt,Conference/Exhibition,No,6000,M1482-M5519,Marketing,3,2421.0,4883.3882,39.6,2228.6662
76525,AU,Sydney,US,Los Angeles,Customer Visit,No,8000,M1482-M5524,Customer Support,3,3133.0,3416.9176,48.3,2547.6926
76526,CN,Beijing,US,New York,Enablement,Yes,10000,M1482-M5538,Sales,3,10542.0,9010.549,48.3,13523.3867
76527,AU,Sydney,US,Los Angeles,Customer Visit,No,6000,M1482-M5541,Sales,2,2514.0,3416.9176,32.2,2285.8364
76528,AU,Sydney,US,Los Angeles,Customer Visit,No,9000,M1482-M5542,Sales,5,3595.0,3416.9176,80.5,2276.227
76529,CN,Beijing,RU,Moscow,Conference/Exhibition,No,9000,M1482-M5543,Executive Management,4,1445.0,1641.749,96.8,1431.5297
76530,AU,Sydney,CN,Beijing,Customer Visit,Yes,6000,M1482-M5549,Marketing,3,6773.0,7364.6988,160.5,7565.0013
76531,US,New York,MX,Mexico City,Conference/Exhibition,Yes,8000,M1482-M5555,Sales,1,1854.0,1486.5916,19.3,1339.1713
76532,DE,Berlin,ES,Madrid,Customer Visit,Yes,8000,M1483-M5002,Marketing,3,1286.0,823.1354,21.0,330.7303
76533,US,New York,CA,Toronto,Customer Visit,No,10000,M1483-M5003,Value Engineering,6,2208.0,248.5826,44.4,673.1326
76534,AU,Sydney,SG,Singapore,Conference/Exhibition,No,8000,M1483-M5005,Customer Support,2,1404.0,1782.9322,49.0,970.5495
76535,AU,Sydney,AU,Brisbane,Internal Business Trip,No,7000,M1483-M5006,Sales,3,542.76,388.9044,105.0,18.269
76536,AU,Sydney,US,Los Angeles,Customer Visit,No,10000,M1483-M5011,Sales,3,3043.0,3416.9176,48.3,2578.9231
76537,BR,São Paulo,US,Miami,Conference/Exhibition,No,6000,M1483-M5011,Sales,3,5874.0,5400.4536,48.3,3248.1703
76538,BR,São Paulo,US,Miami,Customer Visit,No,9000,M1483-M5015,Sales,1,1498.0,1862.2934,16.1,759.3902
76539,AU,Sydney,US,Los Angeles,Customer Visit,No,8000,M1483-M5015,Services,3,10923.0,9908.699,48.3,12064.6035
76540,CN,Beijing,RU,Moscow,Conference/Exhibition,No,7000,M1483-M5016,Legal,6,5863.0,4760.8986,145.2,7441.9238
76541,DE,Berlin,FR,Paris,Conference/Exhibition,Yes,8000,M1483-M5022,Services,2,1252.0,392.5254,13.4,310.8202
76542,AU,Sydney,SG,Singapore,Customer Visit,No,10000,M1483-M5024,Customer Support,5,5688.0,5170.3148,122.5,5028.1193
76543,AU,Sydney,CN,Beijing,Customer Visit,No,8000,M1483-M5024,Executive Management,1,5727.0,7364.6988,53.5,6709.7646
76544,BR,São Paulo,US,Miami,Internal Business Trip,No,7000,M1483-M5027,Marketing,3,2408.0,1862.2934,48.3,993.9175
76545,AU,Sydney,DE,Frankfurt,Internal Business Trip,No,9000,M1483-M5027,Sales,2,2097.0,4883.3882,26.4,2083.7405
76546,CN,Beijing,AU,Sydney,Customer Visit,Yes,6000,M1483-M5028,Executive Management,3,1966.0,2539.644,105.0,1940.6147
76547,CN,Beijing,GB,London,Partner Visit,Yes,6000,M1483-M5035,Marketing,3,8204.0,10029.7308,31.2,11106.3084
76548,AU,Sydney,US,Los Angeles,Customer Visit,No,6000,M1483-M5038,Customer Support,1,2354.0,3416.9176,16.1,2488.835
76549,US,New York,DE,Berlin,Conference/Exhibition,Yes,7000,M1483-M5041,Marketing,6,7051.0,5129.937,79.2,4543.4824
76550,AU,Sydney,AU,Brisbane,Internal Business Trip,No,7000,M1483-M5045,Sales,1,334.66,297.8462,35.0,40.8627
76551,AU,Sydney,US,Los Angeles,Conference/Exhibition,No,6000,M1483-M5048,Operations,2,11147.0,9908.699,32.2,12618.3453
76552,US,New York,MX,Mexico City,Conference/Exhibition,No,7000,M1483-M5052,Executive Management,1,2135.0,1486.5916,19.3,1564.5998
76553,BR,São Paulo,ZA,Johannesburg,Conference/Exhibition,No,8000,M1483-M5053,Customer Support,6,2045.0,2107.427,308.4,865.0271
76554,CN,Beijing,AU,Sydney,Customer Visit,No,8000,M1483-M5054,Sales,3,2089.0,2554.4790000000003,105.0,2136.4167
76555,DE,Berlin,GB,London,Conference/Exhibition,No,6000,M1483-M5057,Sales,3,1399.0,427.4834,31.2,255.5141
76556,AU,Sydney,DE,Frankfurt,Customer Visit,Yes,8000,M1483-M5058,Executive Management,3,11969.0,13704.6388,39.6,14822.5765
76557,BR,São Paulo,ZA,Johannesburg,Enablement,No,10000,M1483-M5059,Value Engineering,3,2157.0,2107.427,154.2,1189.9106
76558,ZA,Cape Town,ZA,Johannesburg,Customer Visit,No,9000,M1483-M5059,Sales,2,401.0,376.8716,102.8,285.8907
76559,BR,São Paulo,AR,Buenos Aires,Customer Visit,No,8000,M1483-M5063,Customer Support,3,1100.0,502.4644,168.0,452.4451
76560,US,New York,DE,Berlin,Conference/Exhibition,Yes,10000,M1483-M5066,Office Management,3,5951.0,5129.937,39.6,4143.6925
76561,AU,Sydney,DE,Frankfurt,Customer Visit,No,10000,M1483-M5067,Value Engineering,2,2205.0,4883.3882,26.4,2268.6436
76562,BR,São Paulo,AR,Buenos Aires,Customer Visit,No,6000,M1483-M5070,Sales,2,876.0,502.4644,112.0,392.6506
76563,ZA,Cape Town,ZA,Johannesburg,Conference/Exhibition,No,8000,M1483-M5075,Executive Management,5,787.0,376.8716,257.0,221.4413
76564,ZA,Cape Town,ZA,Johannesburg,Customer Visit,No,7000,M1483-M5078,Customer Support,3,776.0,565.2694,154.2,690.7647
76565,BR,São Paulo,JP,Tokyo,Conference/Exhibition,No,10000,M1483-M5080,Sales,4,4440.0,5275.4614,156.0,2265.7384
76566,AU,Sydney,US,Los Angeles,Customer Visit,No,9000,M1483-M5082,Legal,3,3114.0,3416.9176,48.3,2624.5678
76567,BR,São Paulo,US,Miami,Customer Visit,No,8000,M1483-M5082,Executive Management,1,1437.0,1862.2934,16.1,730.1573
76568,AU,Sydney,AU,Brisbane,Conference/Exhibition,No,10000,M1483-M5083,Executive Management,1,332.32,388.9044,35.0,37.2528
76569,BR,São Paulo,US,Miami,Conference/Exhibition,No,10000,M1483-M5084,Marketing,3,2237.0,1862.2934,48.3,847.0888
76570,AU,Sydney,US,Los Angeles,Conference/Exhibition,No,8000,M1483-M5088,Executive Management,2,2698.0,3416.9176,32.2,2544.089
76571,BR,São Paulo,US,Miami,Enablement,No,10000,M1483-M5088,Marketing,2,1826.0,1862.2934,32.2,770.0203
76572,CN,Beijing,RU,Moscow,Customer Visit,No,7000,M1483-M5090,Value Engineering,2,1202.0,1641.749,48.4,1344.5066
76573,BR,São Paulo,US,Miami,Customer Visit,Yes,10000,M1483-M5092,Finance,2,5027.0,5400.4536,32.2,2932.5882
76574,BR,São Paulo,ZA,Johannesburg,Customer Visit,No,10000,M1483-M5093,Operations,1,1622.0,2107.427,51.4,1000.5614
76575,BR,São Paulo,AR,Buenos Aires,Customer Visit,No,6000,M1483-M5096,Operations,1,799.0,502.4644,56.0,441.1506
76576,CN,Beijing,GB,London,Customer Visit,No,9000,M1483-M5096,Marketing,6,3667.0,3458.6542,62.4,2735.3272
76577,MX,Mexico City,US,Miami,Customer Visit,No,10000,M1483-M5104,Sales,3,1466.0,608.0284,48.3,407.3876
76578,AU,Sydney,DE,Frankfurt,Enablement,No,9000,M1483-M5105,Executive Management,1,2088.0,4695.2446,13.2,2291.1901
76579,DE,Berlin,NL,Amsterdam,Customer Visit,No,7000,M1483-M5105,Sales,4,1210.0,54.8668,59.2,15.685
76580,CN,Beijing,IN,New Delhi,Customer Visit,No,7000,M1483-M5107,Marketing,1,1105.0,1079.4338,58.9,1428.6289
76581,AU,Sydney,DE,Frankfurt,Conference/Exhibition,No,9000,M1483-M5107,Marketing,5,3103.0,4695.2446,66.0,2793.6456
76582,AU,Sydney,AU,Brisbane,Enablement,No,6000,M1483-M5110,Customer Support,4,687.68,388.9044,140.0,18.0419
76583,CN,Beijing,IN,New Delhi,Customer Visit,No,10000,M1483-M5110,Legal,1,3271.0,3130.2438,58.9,4557.1087
76584,DE,Berlin,ES,Madrid,Conference/Exhibition,No,10000,M1483-M5123,Sales,2,678.0,548.794,14.0,103.9754
76585,US,New York,MX,Mexico City,Conference/Exhibition,No,6000,M1483-M5128,Operations,5,2191.0,1486.5916,96.5,1134.2363
76586,BR,São Paulo,ZA,Johannesburg,Internal Business Trip,No,6000,M1483-M5130,Services,2,1928.0,2107.427,102.8,1110.849
76587,CN,Beijing,US,New York,Customer Visit,No,10000,M1483-M5132,Services,6,11781.0,9010.549,96.6,13387.0506
76588,BR,São Paulo,ZA,Johannesburg,Enablement,No,10000,M1483-M5133,Ecosystem,6,2597.0,2107.427,308.4,1230.438
76589,US,New York,CA,Toronto,Customer Visit,No,10000,M1483-M5133,Office Management,2,664.0,202.5958,14.8,17.2922
76590,AU,Sydney,US,Los Angeles,Internal Business Trip,No,10000,M1483-M5135,Value Engineering,4,9137.0,9908.699,64.4,9568.5615
76591,AU,Sydney,DE,Frankfurt,Customer Visit,No,9000,M1483-M5136,Customer Support,3,2741.0,4725.91,39.6,2873.2109
76592,CN,Beijing,IN,New Delhi,Conference/Exhibition,No,7000,M1483-M5139,Marketing,3,3536.0,3130.2438,176.7,4620.9256
76593,CN,Beijing,GB,London,Customer Visit,No,8000,M1483-M5139,Operations,2,2151.0,3458.6542,20.8,2372.6182
76594,CN,Beijing,IN,New Delhi,Internal Business Trip,No,9000,M1483-M5151,Sales,4,2933.0,3130.2438,235.6,3547.6409
76595,AU,Sydney,SG,Singapore,Conference/Exhibition,No,9000,M1483-M5151,Marketing,1,1284.0,1782.9322,24.5,1153.1282
76596,BR,São Paulo,US,Miami,Conference/Exhibition,No,7000,M1483-M5157,Sales,3,2440.0,1862.2934,48.3,927.4792
76597,AU,Sydney,SG,Singapore,Internal Business Trip,No,8000,M1483-M5158,Executive Management,3,1729.0,1782.9322,73.5,928.5084
76598,AU,Sydney,DE,Frankfurt,Conference/Exhibition,No,10000,M1483-M5161,Value Engineering,3,2394.0,4695.2446,39.6,2281.5304
76599,BR,São Paulo,US,Miami,Customer Visit,No,7000,M1483-M5163,Sales,4,2922.0,1862.2934,64.4,1035.1093
76600,BR,São Paulo,AR,Buenos Aires,Conference/Exhibition,No,6000,M1483-M5164,Value Engineering,2,1112.0,502.4644,112.0,536.8218
76601,ZA,Cape Town,ZA,Johannesburg,Conference/Exhibition,Yes,10000,M1483-M5166,Office Management,3,539.0,376.8716,154.2,261.1025
76602,AU,Sydney,DE,Frankfurt,Conference/Exhibition,No,10000,M1483-M5166,Marketing,4,3060.0,4725.91,52.8,3075.0313
76603,BR,São Paulo,JP,Tokyo,Customer Visit,No,7000,M1483-M5168,Sales,3,4132.0,5835.4594,117.0,3464.0892
76604,DE,Berlin,IT,Rome,Conference/Exhibition,No,9000,M1483-M5168,Sales,3,1112.0,349.1932,42.9,115.0366
76605,AU,Sydney,US,Los Angeles,Conference/Exhibition,No,8000,M1483-M5169,Sales,5,3164.0,3416.9176,80.5,1930.2885
76606,AU,Sydney,AU,Brisbane,Customer Visit,No,9000,M1483-M5170,Engineering,5,975.56,388.9044,175.0,20.034
76607,MX,Mexico City,US,Miami,Internal Business Trip,No,7000,M1483-M5173,Value Engineering,4,1645.0,608.0284,64.4,293.7735
76608,AU,Sydney,DE,Frankfurt,Enablement,No,7000,M1483-M5175,Marketing,6,10900.0,13704.6388,79.2,12921.250499999998
76609,CN,Beijing,RU,Moscow,Enablement,No,7000,M1483-M5175,Operations,2,1219.0,1641.749,48.4,1437.3312
76610,BR,São Paulo,AR,Buenos Aires,Internal Business Trip,No,7000,M1483-M5176,Services,1,908.0,502.4644,56.0,510.9108
76611,AU,Sydney,US,Los Angeles,Customer Visit,No,6000,M1483-M5185,Operations,1,2068.0,3416.9176,16.1,2085.2401
76612,AU,Sydney,DE,Frankfurt,Customer Visit,No,8000,M1483-M5186,Customer Support,2,2338.0,4883.3882,26.4,2384.4948
76613,AU,Sydney,DE,Frankfurt,Customer Visit,No,9000,M1483-M5186,Sales,3,8769.0,13615.7122,39.6,9933.2455
76614,BR,São Paulo,US,Miami,Conference/Exhibition,No,6000,M1483-M5191,Sales,2,1915.0,1862.2934,32.2,823.171
76615,DE,Berlin,ES,Madrid,Customer Visit,No,9000,M1483-M5192,Sales,3,883.0,548.794,21.0,97.8918
76616,AU,Sydney,US,Los Angeles,Conference/Exhibition,No,6000,M1483-M5194,Marketing,3,2863.0,3416.9176,48.3,2307.4575
76617,MX,Mexico City,US,Miami,Enablement,No,10000,M1483-M5196,Finance,3,1321.0,608.0284,48.3,325.4232
76618,AU,Sydney,DE,Frankfurt,Customer Visit,No,8000,M1483-M5196,Executive Management,4,2929.0,4883.3882,52.8,2613.8775
76619,BR,São Paulo,ZA,Johannesburg,Internal Business Trip,Yes,6000,M1483-M5198,Sales,3,17142.0,8429.4106,154.2,11171.6063
76620,AU,Sydney,SG,Singapore,Customer Visit,No,8000,M1483-M5213,Value Engineering,1,1379.0,1782.9322,24.5,1281.6539
76621,BR,São Paulo,US,Miami,Customer Visit,No,7000,M1483-M5215,Services,1,1687.0,1862.2934,16.1,898.2463
76622,BR,São Paulo,ZA,Johannesburg,Internal Business Trip,No,9000,M1483-M5216,Marketing,4,1950.0,2107.427,205.6,1002.5545
76623,AU,Sydney,AU,Brisbane,Customer Visit,No,6000,M1483-M5221,Executive Management,1,323.36,388.9044,35.0,36.4296
76624,AU,Sydney,US,Los Angeles,Customer Visit,No,10000,M1483-M5221,Value Engineering,2,2323.0,3416.9176,32.2,2069.6248
76625,DE,Berlin,GB,London,Customer Visit,No,7000,M1483-M5224,Marketing,5,1614.0,285.008,52.0,71.8979
76626,CN,Beijing,RU,Moscow,Conference/Exhibition,No,10000,M1483-M5227,Executive Management,2,4939.0,4760.8986,48.4,6764.5941
76627,AU,Sydney,US,Los Angeles,Customer Visit,No,9000,M1483-M5228,Sales,3,2542.0,3416.9176,48.3,1855.8157
76628,AU,Sydney,AU,Perth,Internal Business Trip,No,7000,M1483-M5228,Sales,5,1317.0,971.6856,175.0,508.0971
76629,DE,Berlin,GB,London,Internal Business Trip,Yes,10000,M1483-M5230,Sales,2,1162.0,427.4834,20.8,248.8773
76630,BR,São Paulo,US,Miami,Customer Visit,No,7000,M1483-M5230,Marketing,3,2030.0,1862.2934,48.3,738.7943
76631,DE,Berlin,FR,Paris,Customer Visit,No,8000,M1483-M5231,Sales,2,961.0,261.7012,13.4,107.2938
76632,AU,Sydney,CN,Beijing,Conference/Exhibition,No,9000,M1483-M5232,Sales,5,7171.0,7364.6988,267.5,7731.9646
76633,BR,São Paulo,US,Miami,Customer Visit,No,6000,M1483-M5234,Marketing,2,1896.0,1862.2934,32.2,868.3491
76634,AU,Sydney,DE,Frankfurt,Conference/Exhibition,No,10000,M1483-M5240,Value Engineering,1,8723.0,13704.6388,13.2,11221.5856
76635,AU,Sydney,US,Los Angeles,Customer Visit,No,9000,M1483-M5243,Office Management,5,3384.0,3416.9176,80.5,2359.1081
76636,DE,Berlin,ES,Madrid,Customer Visit,No,7000,M1483-M5245,Marketing,1,745.0,823.1354,7.0,272.659
76637,BR,São Paulo,AR,Buenos Aires,Conference/Exhibition,No,6000,M1483-M5246,Customer Support,3,1110.0,502.4644,168.0,437.8286
76638,AU,Sydney,DE,Frankfurt,Internal Business Trip,No,7000,M1483-M5248,Services,2,2394.0,4794.4396,26.4,3150.8719
76639,AU,Sydney,AU,Perth,Customer Visit,No,9000,M1483-M5249,Executive Management,4,3128.0,1457.43,140.0,3035.3697
76640,AU,Sydney,US,Los Angeles,Customer Visit,No,6000,M1483-M5249,Sales,2,2762.0,3416.9176,32.2,2646.1889
76641,BR,São Paulo,US,Miami,Customer Visit,No,6000,M1483-M5257,Marketing,2,1709.0,1862.2934,32.2,724.8423
76642,AU,Sydney,CN,Beijing,Conference/Exhibition,Yes,7000,M1483-M5271,Marketing,4,1720.0,2539.644,214.0,1308.0798
76643,CN,Beijing,IN,New Delhi,Internal Business Trip,No,10000,M1483-M5273,Sales,4,1404.0,1079.4338,235.6,1328.5524
76644,CN,Beijing,RU,Moscow,Conference/Exhibition,No,8000,M1483-M5276,Value Engineering,1,932.0,1641.749,24.2,1163.2085
