TransportationID,TripID,DepartureLocationCountry,DepartureLocationCity,ArrivalLocationCountry,ArrivalLocationCity,ShippingType,ShippingTypeDescription,LegStep,TripCosts,Departure_CO2e,Return_CO2e
BC026919,84643,BR,São Paulo,AR,Buenos Aires,12,Business Class Flight,1,1683.0,376.8229,376.8229
BC026920,84644,MX,Mexico City,US,Miami,12,Business Class Flight,1,1381.0,455.9905,455.9905
BC026921,84645,BR,São Paulo,US,Miami,12,Business Class Flight,1,4792.0,2700.2268,2700.2268
EF063086,84646,DE,Berlin,ES,Madrid,10,Economy Flight,1,229.0,274.397,274.397
CA003045,84647,AU,Sydney,AU,Melbourne,13,BMW 3 diesel,1,139.72,185.9933,185.9933
EF063087,84648,DE,Berlin,NL,Amsterdam,10,Economy Flight,1,166.0,87.9543,87.9543
EF063088,84649,AU,Sydney,SG,Singapore,10,Economy Flight,1,1047.0,891.4661,891.4661
EF063089,84650,AU,Sydney,SG,Singapore,10,Economy Flight,1,911.0,891.4661,891.4661
EF063090,84651,CN,Beijing,RU,Moscow,10,Economy Flight,1,976.0,820.8745,820.8745
CA003046,84652,DE,Berlin,FR,Paris,14,Volkswagen Golf diesel,1,90.66,225.3726,225.3726
EF063091,84653,DE,Berlin,ES,Madrid,10,Economy Flight,1,184.0,274.397,274.397
EF063092,84654,DE,Berlin,ES,Madrid,10,Economy Flight,1,213.0,274.397,274.397
BC026922,84655,AU,Sydney,SG,Singapore,12,Business Class Flight,1,4979.0,2585.1574,2585.1574
BC026923,84655,SG,Singapore,DE,Frankfurt,12,Business Class Flight,2,6354.0,4222.6987,4222.6987
EF063093,84656,CN,Beijing,IN,New Delhi,10,Economy Flight,1,732.0,539.7169,539.7169
BC026924,84657,US,New York,MX,Mexico City,12,Business Class Flight,1,1834.0,743.2958,743.2958
EF063094,84658,BR,São Paulo,PT,Lisbon,10,Economy Flight,1,1908.0,1123.9445,1123.9445
EF063095,84659,DE,Berlin,GB,London,10,Economy Flight,1,165.0,142.504,142.504
BC026925,84660,DE,Berlin,ES,Madrid,12,Business Class Flight,1,589.0,411.5677,411.5677
FC001598,84661,AU,Sydney,SG,Singapore,11,First Class Flight,1,11541.0,3565.7387,3565.7387
EF063096,84662,AU,Sydney,SG,Singapore,10,Economy Flight,1,736.0,891.4661,891.4661
EF063097,84663,BR,São Paulo,ZA,Johannesburg,10,Economy Flight,1,1761.0,1053.7135,1053.7135
EF063098,84664,BR,São Paulo,ZA,Johannesburg,10,Economy Flight,1,1740.0,1053.7135,1053.7135
BC026926,84665,US,New York,DE,Frankfurt,12,Business Class Flight,1,6555.0,2551.1121,2551.1121
TR002543,84665,DE,Frankfurt,FR,Paris,4,Train,2,181.0,17.5194,17.5194
EF063099,84666,AU,Sydney,SG,Singapore,10,Economy Flight,1,1074.0,891.4661,891.4661
BC026927,84667,CN,Beijing,IN,New Delhi,12,Business Class Flight,1,2621.0,1565.1219,1565.1219
BC026928,84668,CN,Beijing,RU,Moscow,12,Business Class Flight,1,4507.0,2380.4493,2380.4493
EF063100,84669,BR,São Paulo,US,Miami,10,Economy Flight,1,1334.0,931.1467,931.1467
CA003047,84670,US,New York,CA,Toronto,16,BMW 3 plugin hybrid,1,164.1,101.2979,101.2979
EF063101,84671,CN,Beijing,IN,New Delhi,10,Economy Flight,1,882.0,539.7169,539.7169
EF063102,84672,US,New York,CA,Toronto,10,Economy Flight,1,374.0,82.8664,82.8664
EF063103,84673,BR,São Paulo,ZA,Johannesburg,10,Economy Flight,1,1815.0,1053.7135,1053.7135
EF063104,84674,DE,Berlin,ES,Madrid,10,Economy Flight,1,223.0,274.397,274.397
EF063105,84675,BR,São Paulo,ZA,Johannesburg,10,Economy Flight,1,1328.0,1053.7135,1053.7135
EF063106,84676,BR,São Paulo,US,Miami,10,Economy Flight,1,1333.0,931.1467,931.1467
EF063107,84677,DE,Berlin,ES,Madrid,10,Economy Flight,1,260.0,274.397,274.397
CA003048,84678,AU,Sydney,AU,Melbourne,14,Volkswagen Golf diesel,1,76.5,185.9933,185.9933
EF063108,84679,BR,São Paulo,PT,Lisbon,10,Economy Flight,1,2088.0,1123.9445,1123.9445
CA003049,84680,DE,Berlin,ES,Madrid,13,BMW 3 diesel,1,127.03,493.3779,493.3779
EF063109,84681,BR,São Paulo,US,Miami,10,Economy Flight,1,1406.0,931.1467,931.1467
CA003050,84682,AU,Sydney,AU,Brisbane,15,Volkswagen Golf petrol,1,67.54,204.9987,204.9987
EF063110,84683,BR,São Paulo,ZA,Johannesburg,10,Economy Flight,1,1521.0,1053.7135,1053.7135
EF063111,84684,BR,São Paulo,US,Miami,10,Economy Flight,1,1090.0,931.1467,931.1467
EF063112,84685,AU,Sydney,AU,Perth,10,Economy Flight,1,499.0,485.8428,485.8428
EF063113,84686,AU,Sydney,SG,Singapore,10,Economy Flight,1,811.0,891.4661,891.4661
EF063114,84686,SG,Singapore,GR,Athens,10,Economy Flight,2,651.0,1281.0192,1281.0192
EF063115,84686,GR,Athens,DE,Frankfurt,10,Economy Flight,3,341.0,269.2088,269.2088
EF063116,84687,DE,Berlin,ES,Madrid,10,Economy Flight,1,183.0,274.397,274.397
BC026929,84688,BR,São Paulo,US,Miami,12,Business Class Flight,1,6139.0,2700.2268,2700.2268
EF063117,84689,AU,Sydney,CN,Beijing,10,Economy Flight,1,1482.0,1269.822,1269.822
EF063118,84690,AU,Sydney,US,Los Angeles,10,Economy Flight,1,1788.0,1708.4588,1708.4588
EF063119,84691,BR,São Paulo,AR,Buenos Aires,10,Economy Flight,1,562.0,251.2322,251.2322
EF063120,84692,AU,Sydney,SG,Singapore,10,Economy Flight,1,823.0,891.4661,891.4661
BC026930,84693,CN,Beijing,IN,New Delhi,12,Business Class Flight,1,2702.0,1565.1219,1565.1219
BC026931,84694,DE,Berlin,ES,Madrid,12,Business Class Flight,1,659.0,411.5677,411.5677
EF063121,84695,CN,Beijing,RU,Moscow,10,Economy Flight,1,989.0,820.8745,820.8745
EF063122,84696,BR,São Paulo,ZA,Johannesburg,10,Economy Flight,1,1645.0,1053.7135,1053.7135
EF063123,84697,AU,Sydney,SG,Singapore,10,Economy Flight,1,1041.0,891.4661,891.4661
EF063124,84698,DE,Berlin,FR,Paris,10,Economy Flight,1,164.0,130.8506,130.8506
EF063125,84699,BR,São Paulo,US,Miami,10,Economy Flight,1,1044.0,931.1467,931.1467
EF063126,84700,BR,São Paulo,ZA,Johannesburg,10,Economy Flight,1,1890.0,1053.7135,1053.7135
BC026932,84701,AU,Sydney,SG,Singapore,12,Business Class Flight,1,4455.0,2585.1574,2585.1574
EF063127,84702,ZA,Cape Town,ZA,Johannesburg,10,Economy Flight,1,135.0,188.4358,188.4358
BC026933,84703,DE,Berlin,IT,Rome,12,Business Class Flight,1,567.0,261.8772,261.8772
TR002544,84704,DE,Berlin,FR,Paris,4,Train,1,175.0,28.2226,28.2226
TR002545,84704,DE,Berlin,FR,Paris,4,Train,2,216.0,28.2226,28.2226
EF063128,84705,AU,Sydney,US,Los Angeles,10,Economy Flight,1,1776.0,1708.4588,1708.4588
TR002546,84706,DE,Berlin,ES,Madrid,4,Train,1,517.0,66.7122,66.7122
TR002547,84706,DE,Berlin,ES,Madrid,4,Train,2,453.0,66.7122,66.7122
TR002548,84706,DE,Berlin,ES,Madrid,4,Train,3,401.0,66.7122,66.7122
EF063129,84707,AU,Sydney,US,Los Angeles,10,Economy Flight,1,1795.0,1708.4588,1708.4588
EF063130,84708,AU,Sydney,US,Los Angeles,10,Economy Flight,1,1877.0,1708.4588,1708.4588
BC026934,84709,CN,Beijing,IN,New Delhi,12,Business Class Flight,1,3473.0,1565.1219,1565.1219
EF063131,84710,DE,Berlin,GB,London,10,Economy Flight,1,136.0,142.504,142.504
EF063132,84711,BR,São Paulo,US,Dallas,10,Economy Flight,1,1653.0,1167.7216,1167.7216
EF063133,84711,US,Dallas,JP,Tokyo,10,Economy Flight,2,1223.0,1470.0091,1470.0091
EF063134,84712,CN,Beijing,IN,New Delhi,10,Economy Flight,1,736.0,539.7169,539.7169
CA003051,84713,US,New York,CA,Toronto,17,Fiat 500 electric,1,94.87,84.1755,84.1755
CA003052,84714,AU,Sydney,AU,Melbourne,17,Fiat 500 electric,1,75.49,162.308,162.308
EF063135,84715,DE,Berlin,FR,Paris,10,Economy Flight,1,159.0,130.8506,130.8506
EF063136,84716,CN,Beijing,RU,Moscow,10,Economy Flight,1,928.0,820.8745,820.8745
EF063137,84717,BR,São Paulo,AR,Buenos Aires,10,Economy Flight,1,769.0,251.2322,251.2322
BC026935,84718,AU,Sydney,CN,Beijing,12,Business Class Flight,1,5912.0,3682.3494,3682.3494
BC026936,84719,BR,São Paulo,ZA,Johannesburg,12,Business Class Flight,1,5244.0,3055.6576,3055.6576
CA003053,84720,US,New York,CA,Toronto,15,Volkswagen Golf petrol,1,91.87,178.5404,178.5404
BC026937,84721,BR,São Paulo,ZA,Johannesburg,12,Business Class Flight,1,5296.0,3055.6576,3055.6576
EF063138,84722,AU,Sydney,SG,Singapore,10,Economy Flight,1,860.0,891.4661,891.4661
BC026938,84723,US,New York,MX,Mexico City,12,Business Class Flight,1,1715.0,743.2958,743.2958
EF063139,84724,US,New York,MX,Mexico City,10,Economy Flight,1,645.0,495.564,495.564
EF063140,84725,MX,Mexico City,US,Miami,10,Economy Flight,1,453.0,304.0142,304.0142
EF063141,84726,BR,São Paulo,ZA,Johannesburg,10,Economy Flight,1,1480.0,1053.7135,1053.7135
EF063142,84727,BR,São Paulo,US,Miami,10,Economy Flight,1,1304.0,931.1467,931.1467
BC026939,84728,CN,Beijing,IN,New Delhi,12,Business Class Flight,1,3447.0,1565.1219,1565.1219
EF063143,84729,AU,Sydney,US,Los Angeles,10,Economy Flight,1,1953.0,1708.4588,1708.4588
EF063144,84730,ZA,Cape Town,ZA,Johannesburg,10,Economy Flight,1,135.0,188.4358,188.4358
EF063145,84731,CN,Beijing,IN,New Delhi,10,Economy Flight,1,844.0,539.7169,539.7169
EF063146,84732,BR,São Paulo,US,Miami,10,Economy Flight,1,1539.0,931.1467,931.1467
EF063147,84733,BR,São Paulo,AR,Buenos Aires,10,Economy Flight,1,715.0,251.2322,251.2322
EF063148,84734,DE,Berlin,ES,Madrid,10,Economy Flight,1,188.0,274.397,274.397
EF063149,84735,US,New York,MX,Mexico City,10,Economy Flight,1,676.0,495.564,495.564
EF063150,84736,ZA,Cape Town,ZA,Johannesburg,10,Economy Flight,1,146.0,188.4358,188.4358
CA003054,84737,AU,Sydney,AU,Brisbane,14,Volkswagen Golf diesel,1,77.97,194.4522,194.4522
BC026940,84738,CN,Beijing,RU,Moscow,12,Business Class Flight,1,5228.0,2380.4493,2380.4493
CA003055,84739,US,New York,CA,Toronto,15,Volkswagen Golf petrol,1,91.44,178.5404,178.5404
BC026941,84740,US,New York,MX,Mexico City,12,Business Class Flight,1,1605.0,743.2958,743.2958
BC026942,84741,BR,São Paulo,US,Miami,12,Business Class Flight,1,6160.0,2700.2268,2700.2268
BC026943,84742,BR,São Paulo,US,Miami,12,Business Class Flight,1,6027.0,2700.2268,2700.2268
CA003056,84743,AU,Sydney,AU,Melbourne,13,BMW 3 diesel,1,134.92,185.9933,185.9933
EF063151,84744,AU,Sydney,US,Los Angeles,10,Economy Flight,1,2110.0,1708.4588,1708.4588
BC026944,84745,MX,Mexico City,US,Miami,12,Business Class Flight,1,1096.0,455.9905,455.9905
EF063152,84746,DE,Berlin,NL,Amsterdam,10,Economy Flight,1,165.0,87.9543,87.9543
EF063153,84747,AU,Sydney,SG,Singapore,10,Economy Flight,1,975.0,891.4661,891.4661
EF063154,84747,SG,Singapore,DE,Frankfurt,10,Economy Flight,2,1197.0,1456.1562,1456.1562
BC026945,84748,BR,São Paulo,ZA,Johannesburg,12,Business Class Flight,1,6954.0,3055.6576,3055.6576
FC001599,84749,CN,Beijing,IN,New Delhi,11,First Class Flight,1,7502.0,2158.7914,2158.7914
EF063155,84750,AU,Sydney,US,Los Angeles,10,Economy Flight,1,1622.0,1708.4588,1708.4588
EF063156,84751,CN,Beijing,RU,Moscow,10,Economy Flight,1,815.0,820.8745,820.8745
BC026946,84752,US,New York,MX,Mexico City,12,Business Class Flight,1,1816.0,743.2958,743.2958
EF063157,84753,AU,Sydney,CN,Beijing,10,Economy Flight,1,1256.0,1269.822,1269.822
BC026947,84754,AU,Sydney,US,Los Angeles,12,Business Class Flight,1,9632.0,4954.3495,4954.3495
EF063158,84755,AU,Sydney,US,Los Angeles,10,Economy Flight,1,2011.0,1708.4588,1708.4588
CA003057,84756,AU,Sydney,AU,Brisbane,14,Volkswagen Golf diesel,1,76.23,194.4522,194.4522
EF063159,84757,BR,São Paulo,ZA,Johannesburg,10,Economy Flight,1,1520.0,1053.7135,1053.7135
EF063160,84758,US,New York,MX,Mexico City,10,Economy Flight,1,596.0,495.564,495.564
BC026948,84759,CN,Beijing,IN,New Delhi,12,Business Class Flight,1,2948.0,1565.1219,1565.1219
EF063161,84760,AU,Sydney,SG,Singapore,10,Economy Flight,1,798.0,891.4661,891.4661
EF063162,84760,SG,Singapore,DE,Frankfurt,10,Economy Flight,2,967.0,1456.1562,1456.1562
BC026949,84761,CN,Beijing,IN,New Delhi,12,Business Class Flight,1,3396.0,1565.1219,1565.1219
EF063163,84762,US,New York,CA,Toronto,10,Economy Flight,1,454.0,82.8664,82.8664
EF063164,84763,DE,Berlin,GB,London,10,Economy Flight,1,153.0,142.504,142.504
EF063165,84764,BR,São Paulo,ZA,Johannesburg,10,Economy Flight,1,1530.0,1053.7135,1053.7135
CA003058,84765,AU,Sydney,AU,Melbourne,17,Fiat 500 electric,1,76.1,162.308,162.308
BC026950,84766,DE,Berlin,ES,Madrid,12,Business Class Flight,1,490.0,411.5677,411.5677
EF063166,84767,CN,Beijing,IN,New Delhi,10,Economy Flight,1,992.0,539.7169,539.7169
BC026951,84768,AU,Sydney,SG,Singapore,12,Business Class Flight,1,4075.0,2585.1574,2585.1574
BC026952,84769,US,New York,CA,Toronto,12,Business Class Flight,1,1071.0,124.2913,124.2913
BC026953,84770,AU,Sydney,SG,Singapore,12,Business Class Flight,1,4309.0,2585.1574,2585.1574
BC026954,84771,AU,Sydney,SG,Singapore,12,Business Class Flight,1,3651.0,2585.1574,2585.1574
EF063167,84772,AU,Sydney,US,Los Angeles,10,Economy Flight,1,2046.0,1708.4588,1708.4588
EF063168,84773,US,New York,CA,Toronto,10,Economy Flight,1,359.0,82.8664,82.8664
EF063169,84774,BR,São Paulo,AR,Buenos Aires,10,Economy Flight,1,736.0,251.2322,251.2322
EF063170,84775,MX,Mexico City,US,Miami,10,Economy Flight,1,500.0,304.0142,304.0142
EF063171,84776,AU,Sydney,NZ,Auckland,10,Economy Flight,1,528.0,320.0855,320.0855
BC026955,84777,AU,Sydney,SG,Singapore,12,Business Class Flight,1,5037.0,2585.1574,2585.1574
EF063172,84778,AU,Sydney,US,Los Angeles,10,Economy Flight,1,1799.0,1708.4588,1708.4588
TR002549,84779,DE,Berlin,NL,Amsterdam,4,Train,1,161.0,27.4334,27.4334
EF063173,84780,BR,São Paulo,US,Miami,10,Economy Flight,1,1507.0,931.1467,931.1467
BC026956,84781,DE,Berlin,ES,Madrid,12,Business Class Flight,1,651.0,411.5677,411.5677
BC026957,84782,AU,Sydney,SG,Singapore,12,Business Class Flight,1,4568.0,2585.1574,2585.1574
CA003059,84783,AU,Sydney,AU,Brisbane,14,Volkswagen Golf diesel,1,72.01,194.4522,194.4522
CA003060,84784,AU,Sydney,AU,Brisbane,16,BMW 3 plugin hybrid,1,150.01,148.9231,148.9231
EF063174,84785,AU,Sydney,SG,Singapore,10,Economy Flight,1,977.0,891.4661,891.4661
EF063175,84785,SG,Singapore,GR,Athens,10,Economy Flight,2,580.0,1281.0192,1281.0192
EF063176,84785,GR,Athens,DE,Frankfurt,10,Economy Flight,3,339.0,269.2088,269.2088
EF063177,84786,AU,Sydney,SG,Singapore,10,Economy Flight,1,747.0,891.4661,891.4661
EF063178,84787,BR,São Paulo,US,Miami,10,Economy Flight,1,1050.0,931.1467,931.1467
EF063179,84788,CN,Beijing,RU,Moscow,10,Economy Flight,1,1004.0,820.8745,820.8745
EF063180,84789,BR,São Paulo,AR,Buenos Aires,10,Economy Flight,1,780.0,251.2322,251.2322
BC026958,84790,US,New York,MX,Mexico City,12,Business Class Flight,1,1867.0,743.2958,743.2958
BC026959,84791,US,New York,MX,Mexico City,12,Business Class Flight,1,1537.0,743.2958,743.2958
EF063181,84792,CN,Beijing,AU,Sydney,10,Economy Flight,1,1394.0,1269.822,1269.822
BC026960,84793,BR,São Paulo,AR,Buenos Aires,12,Business Class Flight,1,1889.0,376.8229,376.8229
EF063182,84794,AU,Sydney,SG,Singapore,10,Economy Flight,1,1009.0,891.4661,891.4661
EF063183,84794,SG,Singapore,DE,Frankfurt,10,Economy Flight,2,1164.0,1456.1562,1456.1562
BC026961,84795,AU,Sydney,AE,Dubai,12,Business Class Flight,1,8295.0,3928.5655,3928.5655
BC026962,84795,AE,Dubai,DE,Frankfurt,12,Business Class Flight,2,2078.0,2923.7539,2923.7539
EF063184,84796,BR,São Paulo,US,Miami,10,Economy Flight,1,1445.0,931.1467,931.1467
EF063185,84797,AU,Sydney,US,Los Angeles,10,Economy Flight,1,1682.0,1708.4588,1708.4588
BC026963,84798,US,New York,CA,Toronto,12,Business Class Flight,1,951.0,124.2913,124.2913
EF063186,84799,BR,São Paulo,AR,Buenos Aires,10,Economy Flight,1,728.0,251.2322,251.2322
EF063187,84800,CN,Beijing,IN,New Delhi,10,Economy Flight,1,860.0,539.7169,539.7169
EF063188,84801,BR,São Paulo,ZA,Johannesburg,10,Economy Flight,1,1641.0,1053.7135,1053.7135
FC001600,84802,AU,Sydney,SG,Singapore,11,First Class Flight,1,14474.0,3565.7387,3565.7387
EF063189,84803,BR,São Paulo,AR,Buenos Aires,10,Economy Flight,1,624.0,251.2322,251.2322
EF063190,84804,DE,Berlin,FR,Paris,10,Economy Flight,1,195.0,130.8506,130.8506
CA003061,84805,DE,Hamburg,DE,Berlin,13,BMW 3 diesel,1,121.64,60.7452,60.7452
BC026964,84806,US,New York,CA,Toronto,12,Business Class Flight,1,860.0,124.2913,124.2913
EF063191,84807,CN,Beijing,IN,New Delhi,10,Economy Flight,1,998.0,539.7169,539.7169
EF063192,84808,CN,Beijing,RU,Moscow,10,Economy Flight,1,1103.0,820.8745,820.8745
EF063193,84809,MX,Mexico City,US,Miami,10,Economy Flight,1,378.0,304.0142,304.0142
EF063194,84810,MX,Mexico City,US,Miami,10,Economy Flight,1,431.0,304.0142,304.0142
BC026965,84811,US,New York,CA,Toronto,12,Business Class Flight,1,803.0,124.2913,124.2913
BC026966,84812,BR,São Paulo,PT,Lisbon,12,Business Class Flight,1,7664.0,3259.3199,3259.3199
BC026967,84813,BR,São Paulo,PT,Lisbon,12,Business Class Flight,1,9067.0,3259.3199,3259.3199
EF063195,84814,BR,São Paulo,ZA,Johannesburg,10,Economy Flight,1,1694.0,1053.7135,1053.7135
BC026968,84815,AU,Sydney,SG,Singapore,12,Business Class Flight,1,4592.0,2585.1574,2585.1574
EF063196,84816,US,New York,CA,Toronto,10,Economy Flight,1,453.0,82.8664,82.8664
EF063197,84817,BR,São Paulo,US,Miami,10,Economy Flight,1,1340.0,931.1467,931.1467
BC026969,84818,DE,Berlin,ES,Madrid,12,Business Class Flight,1,634.0,411.5677,411.5677
BC026970,84819,US,New York,MX,Mexico City,12,Business Class Flight,1,1562.0,743.2958,743.2958
BC026971,84820,CN,Beijing,IN,New Delhi,12,Business Class Flight,1,3077.0,1565.1219,1565.1219
BC026972,84821,US,New York,MX,Mexico City,12,Business Class Flight,1,1860.0,743.2958,743.2958
CA003062,84822,ZA,Cape Town,ZA,Johannesburg,13,BMW 3 diesel,1,109.11,295.7765,295.7765
EF063198,84823,CN,Beijing,CN,Shanghai,10,Economy Flight,1,289.0,159.5767,159.5767
EF063199,84823,CN,Shanghai,GB,London,10,Economy Flight,2,1150.0,1304.9426,1304.9426
EF063200,84824,AU,Sydney,AE,Dubai,10,Economy Flight,1,1437.0,1354.7272,1354.7272
EF063201,84824,AE,Dubai,DE,Frankfurt,10,Economy Flight,2,817.0,1008.2278,1008.2278
EF063202,84825,BR,São Paulo,AR,Buenos Aires,10,Economy Flight,1,596.0,251.2322,251.2322
EF063203,84826,ZA,Cape Town,ZA,Johannesburg,10,Economy Flight,1,168.0,188.4358,188.4358
CA003063,84827,US,New York,CA,Toronto,16,BMW 3 plugin hybrid,1,159.1,101.2979,101.2979
EF063204,84828,DE,Berlin,FR,Paris,10,Economy Flight,1,150.0,130.8506,130.8506
EF063205,84829,DE,Berlin,NL,Amsterdam,10,Economy Flight,1,139.0,87.9543,87.9543
EF063206,84830,BR,São Paulo,PT,Lisbon,10,Economy Flight,1,1679.0,1123.9445,1123.9445
BC026973,84831,US,New York,FR,Paris,12,Business Class Flight,1,6522.0,2405.8845,2405.8845
EF063207,84832,BR,São Paulo,US,Miami,10,Economy Flight,1,1139.0,931.1467,931.1467
EF063208,84833,CN,Beijing,IN,New Delhi,10,Economy Flight,1,766.0,539.7169,539.7169
EF063209,84834,AU,Sydney,CN,Beijing,10,Economy Flight,1,1225.0,1269.822,1269.822
EF063210,84835,AU,Sydney,AU,Perth,10,Economy Flight,1,408.0,485.8428,485.8428
EF063211,84836,CN,Beijing,RU,Moscow,10,Economy Flight,1,811.0,820.8745,820.8745
EF063212,84837,CN,Beijing,RU,Moscow,10,Economy Flight,1,803.0,820.8745,820.8745
BC026974,84838,AU,Sydney,SG,Singapore,12,Business Class Flight,1,5077.0,2585.1574,2585.1574
EF063213,84839,ZA,Cape Town,ZA,Johannesburg,10,Economy Flight,1,187.0,188.4358,188.4358
EF063214,84840,BR,São Paulo,US,Miami,10,Economy Flight,1,1337.0,931.1467,931.1467
EF063215,84841,AU,Sydney,SG,Singapore,10,Economy Flight,1,735.0,891.4661,891.4661
EF063216,84841,SG,Singapore,GR,Athens,10,Economy Flight,2,607.0,1281.0192,1281.0192
EF063217,84841,GR,Athens,DE,Frankfurt,10,Economy Flight,3,472.0,269.2088,269.2088
EF063218,84842,AU,Sydney,AU,Perth,10,Economy Flight,1,571.0,485.8428,485.8428
EF063219,84843,AU,Sydney,US,Los Angeles,10,Economy Flight,1,1969.0,1708.4588,1708.4588
BC026975,84844,BR,São Paulo,US,Miami,12,Business Class Flight,1,4404.0,2700.2268,2700.2268
BC026976,84845,CN,Beijing,US,New York,12,Business Class Flight,1,8437.0,4505.2745,4505.2745
BC026977,84846,AU,Sydney,SG,Singapore,12,Business Class Flight,1,5261.0,2585.1574,2585.1574
BC026978,84846,SG,Singapore,DE,Frankfurt,12,Business Class Flight,2,6103.0,4222.6987,4222.6987
EF063220,84847,CN,Beijing,IN,New Delhi,10,Economy Flight,1,913.0,539.7169,539.7169
BC026979,84848,BR,São Paulo,AR,Buenos Aires,12,Business Class Flight,1,1483.0,376.8229,376.8229
EF063221,84849,BR,São Paulo,AR,Buenos Aires,10,Economy Flight,1,612.0,251.2322,251.2322
EF063222,84850,DE,Hamburg,FR,Paris,10,Economy Flight,1,214.0,112.6934,112.6934
EF063223,84851,ES,Madrid,PT,Lisbon,10,Economy Flight,1,107.0,76.035,76.035
EF063224,84852,BR,São Paulo,US,Miami,10,Economy Flight,1,1214.0,931.1467,931.1467
EF063225,84853,AU,Sydney,SG,Singapore,10,Economy Flight,1,1012.0,891.4661,891.4661
CA003064,84854,US,New York,CA,Toronto,16,BMW 3 plugin hybrid,1,173.84,101.2979,101.2979
EF063226,84855,CN,Beijing,IN,New Delhi,10,Economy Flight,1,756.0,539.7169,539.7169
EF063227,84856,DE,Berlin,NL,Amsterdam,10,Economy Flight,1,144.0,87.9543,87.9543
BC026980,84857,CN,Beijing,TR,Istanbul,12,Business Class Flight,1,5828.0,2900.1914,2900.1914
BC026981,84858,US,New York,DE,Berlin,12,Business Class Flight,1,4710.0,2633.0422,2633.0422
EF063228,84859,AU,Sydney,AU,Perth,10,Economy Flight,1,492.0,485.8428,485.8428
EF063229,84860,BR,São Paulo,US,Miami,10,Economy Flight,1,1524.0,931.1467,931.1467
EF063230,84861,DE,Berlin,ES,Madrid,10,Economy Flight,1,252.0,274.397,274.397
BC026982,84862,DE,Berlin,ES,Madrid,12,Business Class Flight,1,638.0,411.5677,411.5677
EF063231,84863,US,New York,MX,Mexico City,10,Economy Flight,1,647.0,495.564,495.564
EF063232,84864,MX,Mexico City,US,Miami,10,Economy Flight,1,475.0,304.0142,304.0142
BC026983,84865,DE,Berlin,ES,Madrid,12,Business Class Flight,1,509.0,411.5677,411.5677
EF063233,84866,AU,Sydney,SG,Singapore,10,Economy Flight,1,742.0,891.4661,891.4661
BC026984,84867,AU,Sydney,US,Los Angeles,12,Business Class Flight,1,7223.0,4954.3495,4954.3495
EF063234,84868,AU,Sydney,SG,Singapore,10,Economy Flight,1,896.0,891.4661,891.4661
EF063235,84869,DE,Berlin,ES,Madrid,10,Economy Flight,1,238.0,274.397,274.397
EF063236,84870,AU,Sydney,SG,Singapore,10,Economy Flight,1,892.0,891.4661,891.4661
EF063237,84870,SG,Singapore,DE,Frankfurt,10,Economy Flight,2,964.0,1456.1562,1456.1562
BC026985,84871,AU,Sydney,AE,Dubai,12,Business Class Flight,1,8216.0,3928.5655,3928.5655
BC026986,84871,AE,Dubai,DE,Frankfurt,12,Business Class Flight,2,2299.0,2923.7539,2923.7539
CA003065,84872,US,New York,CA,Toronto,15,Volkswagen Golf petrol,1,88.41,178.5404,178.5404
BC026987,84873,US,New York,MX,Mexico City,12,Business Class Flight,1,1996.0,743.2958,743.2958
EF063238,84874,BR,São Paulo,US,Miami,10,Economy Flight,1,1279.0,931.1467,931.1467
EF063239,84875,BR,São Paulo,US,Miami,10,Economy Flight,1,1282.0,931.1467,931.1467
BC026988,84876,US,New York,MX,Mexico City,12,Business Class Flight,1,1631.0,743.2958,743.2958
BC026989,84877,BR,São Paulo,ZA,Johannesburg,12,Business Class Flight,1,5621.0,3055.6576,3055.6576
BC026990,84878,AU,Sydney,CN,Shanghai,12,Business Class Flight,1,5658.0,3241.1036,3241.1036
BC026991,84878,CN,Shanghai,CN,Beijing,12,Business Class Flight,2,1095.0,239.3489,239.3489
EF063240,84879,ZA,Cape Town,ZA,Johannesburg,10,Economy Flight,1,154.0,188.4358,188.4358
EF063241,84880,CN,Beijing,IN,New Delhi,10,Economy Flight,1,753.0,539.7169,539.7169
EF063242,84881,BR,São Paulo,ZA,Johannesburg,10,Economy Flight,1,1348.0,1053.7135,1053.7135
EF063243,84882,BR,São Paulo,US,Miami,10,Economy Flight,1,1421.0,931.1467,931.1467
EF063244,84883,AU,Sydney,SG,Singapore,10,Economy Flight,1,869.0,891.4661,891.4661
EF063245,84883,SG,Singapore,DE,Frankfurt,10,Economy Flight,2,1302.0,1456.1562,1456.1562
EF063246,84884,DE,Berlin,ES,Madrid,10,Economy Flight,1,208.0,274.397,274.397
EF063247,84885,BR,São Paulo,ZA,Johannesburg,10,Economy Flight,1,1699.0,1053.7135,1053.7135
BC026992,84886,CN,Beijing,RU,Moscow,12,Business Class Flight,1,4280.0,2380.4493,2380.4493
EF063248,84887,DE,Berlin,FR,Paris,10,Economy Flight,1,200.0,130.8506,130.8506
BC026993,84888,US,New York,CA,Toronto,12,Business Class Flight,1,991.0,124.2913,124.2913
EF063249,84889,BR,São Paulo,US,Miami,10,Economy Flight,1,1390.0,931.1467,931.1467
BC026994,84890,AU,Sydney,SG,Singapore,12,Business Class Flight,1,4522.0,2585.1574,2585.1574
BC026995,84890,SG,Singapore,DE,Frankfurt,12,Business Class Flight,2,6114.0,4222.6987,4222.6987
